video_id,title,description,date,fav_count,url
penkruUXjvo,Elvis Presley&#39;s Lethal Diet Uncovered,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCM4hiMCyAEMxibzIYrOKD5Q/join

ELVIS PRESLEY's Lethal Diet Uncovered
Elvis stayed up most of the night of August 15, 1977, because he was restless. Elvis went to the dentist between midnight, and 6:00 am to avoid the paparazzi. He then returned home to Graceland, played racquetball with friends and discussed marriage plans with his twenty-year-old Fiance Giner Alden. Around sunrise, Ginger went to bed, and Elvis was unable to sleep, so he ate one of his early morning snacks, which consisted of four scoops of ice cream and six chocolate chip cookies. After he ate, he went to bed; he got up a few hours later to go to the bathroom, where he suffered a heart attack on the toilet. 
Elvis died from a heart attack at the age of 42, and people believe it was his drug habit combined with his high fat and calorie diet. Elvis tried to diet and lose weight on several occasions and took sedatives to sleep more and eat less, adhering to the sleeping beauty diet. In the 70s, a doctor put Elvis into a medically induced coma for weight loss. By the time of his death, Elvis was consuming 100 000 calories per day. 

His Favorite Foods:

Peanut Butter and Banana Sandwich
Now, this might seem like a quick snack that has the potential to be super healthy and equally as filling. Bananas are packed with potassium, for example, and peanut butter is chockfull of protein and fibre. Everyone knew Elvis loved the classic peanut butter and banana sandwich combo.
He wouldn't stop at just peanut butter and banana, though. Sometimes the King would throw a couple of slices of Bacon on there, as well. Then the entire thing would be fried in a pan coated with either butter or bacon fat. It was salty and sweet enough to make your heart stop.

Fool's Gold Loaf
Elvis was obsessed with Peanut Butter and Jelly.  He took PBJs to an entirely different level. When it came to his specialized version of the childhood classic, no distance was too far to travel to get it. And we don't just mean, he'd go down to the kitchen and whip up a bite. He once flew his private jet from Graceland in Tennessee to Colorado to order the sandwich because it was just that good.

Party Meatballs
Elvis loved mini meatballs wrapped in Bacon, and he liked the Bacon crisp.

Fried Breakfasts
Elvis loved a massive fried breakfast consisting of Bacon, eggs, french toast and hash browns, half-baked rolls and sausage. 

Hot Dogs with Sauerkraut
Elvis loved his hot dogs with Sauerkraut and got his private chef to sneak him some into the hospital. His chef snuck the food into the hospital by disguising them as clothing.

Soda
Elvis kept his fridge stocked with soda at all times, and he loved Pepsi, Nesbitt's Orange and Shasta Black Cherry.

Burnt Bacon Sandwich
Elvis's favourite sandwiches were burnt Bacon crumbled on top of the mayonnaise, canned black olives and chopped pecans. 

BBQ Bologna
Elvis loved bologna and BBQ sauce, consisting of an entire pack of bologna with vinegar, lemon juice, red pepper and salt while cooking in the oven for an hour. After the first hour, Elvis would cover a slab with BBq sauce and cook it for another half hour. 

Cheeseburgers
One of the last things Elvis chef Mary Jenkins Langston cooked for Elvis was a cheeseburger. He completely lost his appetite in the days before his death. 

Coconut Cake
His mother's version of coconut cake held a special place in his heart. 
Elvis would eat the dessert every night. The cake was packed with sugar, milk, and eggs. He always had shredded coconut in his pantry. 

Just Pretend"" Harvard Texas Caviar
Spanish Omelettes
Fried Pickles

My makeup:
Eyeshadow:
https://vintagedollcosmetics.com/collections/eyes/products/valley-of-the-vintage-dolls-eyeshadow-palette
Eyeshadow Pots:
https://vintagedollcosmetics.com/collections/eyes/products/green-psychedelic-frosted-eyeshadow-pot
Eyeliner:
https://vintagedollcosmetics.com/collections/eyes/products/vintage-cat-eye-eyeliner-stamp
Lipstick:
https://vintagedollcosmetics.com/collections/lips/products/grace
Dusting pouf:
https://vintagedollcosmetics.com/collections/face/products/vintage-glitter-dusting-pouf
Cleansing Cream:
https://vintagedollcosmetics.com/collections/face/products/vintage-rose-cold-cream
Nails:
https://vintagedollcosmetics.com/collections/nails/products/glamorous-round-rita-nails
Foundation:
https://rstyle.me/+vtSYqZw06Zrallc4cT0FFw
Concealer:
https://rstyle.me/+Hb87f3CxlqYrYmyU_4bUSw
Blush:
https://rstyle.me/+KYH4D0SkQHyR15Psti9-JQ
Face Cream:
https://rstyle.me/+lRZTEZ03lnSJtGkXJbq90w
Eye Cream:
https://rstyle.me/+MNbbCiTVK2I4Fh03X6G9xw
Mascara:
https://rstyle.me/+HzfwDuFuyIq9ygo0EW4wOw
Powder:
https://rstyle.me/+f-jrN7W3wkbGB6ndR7xhrA
https://rstyle.me/+sePSf4cOM01KBGUThG32dw
Perfume:
https://rstyle.me/+3_vGYpeaHTV41IdVs_YIxQ
Earrings:
https://rstyle.me/+FSFqMp3aSmoRzZ89HRYmCQ
My Vitamins:
https://lauradahlias.le-vel.com/
Blog:
https://www.laurajaneatelier.com",2021-02-18T18:00:13Z,173350,https://www.youtube.com/watch?v=penkruUXjvo
4svkR46CesI,Never Seen Before Footage Of Elvis Presley! (On his last days alive),"Never Seen Before Footage Of Elvis Presley! (On his last days alive) 
Some people found new footage with great quality of Elvis Presley performing Unchained Melody. It was taken from an Elvis concert in Rapid City in South Dakota in 1977! Oh my God, when I listen to this I get goosebumps, he was the best, wasn’t he?",2015-09-07T07:59:03Z,2688776,https://www.youtube.com/watch?v=4svkR46CesI
fSOTJcUob0A,ELVIS&#39; DEATH,"From the film ""Protecting The King"".  David Stanley discovers the lifeless body of Elvis Presley",2016-10-11T03:42:03Z,154304,https://www.youtube.com/watch?v=fSOTJcUob0A
KsNgHpYOaUg,Did Elvis Presley Fake His Death? | Elvis Found Alive (Full Documentary) | Amplified,"Joel Gilbert discovers that Elvis is living in Simi Valley, Calif. Joel meets Presley, who provides an intimate chronicle of his life and faked death.

Content licensed from MVD. Any queries, please contact us at: owned-enquiries@littledotstudios.com

Want to watch more pop culture documentaries? 
Click here: https://bit.ly/3bYuq2i",2022-03-19T20:00:03Z,124090,https://www.youtube.com/watch?v=KsNgHpYOaUg
kezAqHaDg2E,Elvis Last 24 Hours,"I have taken the liberty to edit some of the rough language from this documentary. I still recommend that it be considered PG-13 due to subject matter and what is left of mature language. I just wanted to upload a more censored version since it is a great documentary, with the exception of the Elvis impersonator performing An American Trilogy at the end. Otherwise it is an awesome documentary.

I DO NOT OWN ANY OF THE RIGHTS TO THIS VIDEO.

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.""",2013-01-18T19:32:46Z,1838404,https://www.youtube.com/watch?v=kezAqHaDg2E
_Eluqg6yNFw,The Truth About Elvis Presley&#39;s Final Year Before He Died,"Few, if any, figures in rock and roll history are as timeless -- or controversial -- as Elvis Presley. Both a rebel and a heartthrob, Elvis changed the way the world thought about music, pop culture, and celebrity. Here's what the last 12 months of Elvis' life were like.

As a young man embracing both a punishing work schedule and the stresses of newfound celebrity, Elvis was under a tremendous amount of pressure. Young Elvis became dependent on several different types of prescription drugs, specifically amphetamines to keep him awake and barbiturates to help him sleep or relax. Early on, these were heavily pushed by his manager, the infamous ""Colonel"" Tom Parker, who many believe swindled the naive young Elvis while running him ragged.

By 1976, Elvis wasn't just getting his uppers and downers from his manager. He had a private doctor who would prescribe him any pill he asked for, according to a People Magazine story published shortly after his death. Dr. George Nichopoulos, aka ""Dr. Nick,"" traveled with Elvis, and carried three suitcases of pills to make sure he could fulfill any of Elvis' needs. 

It was reported that, over the last 20 months of Elvis' life, Dr. Nick prescribed him over 12,000 pills. The doctor claimed they were for Presley's entourage as well. His excuse for throwing all these high-octane drugs around? If he didn't prescribe the pills to Elvis, someone else would, and at least this way he wouldn't get them off the street.

The toxicology report from Elvis' death said he had the opiates Dilaudid, Demerol, and Percodan in his blood, not to mention Quaaludes and codeine. However, though Dr. Nick was charged with 11 felony accounts of overprescribing drugs, he was acquitted — the medical examiner claimed that Elvis had died of heart disease, adding, 

""Had these drugs not been there, he still would've died.""

Watch the video for more of The Truth About Elvis Presley's Final Year Before He Died.

#Elvis #TheKing

Elvis’ private doctor | 0:00
Holed up at Graceland | 1:31
The new girlfriend | 2:32
Overeating and obesity | 3:35
Stuck in bed | 4:30
His painful final album | 5:19
Extreme depression | 6:04
Knowing the end was near | 6:55
Friendship with his live-in nurse | 7:44
Surprisingly active last 24 hours | 8:43

Read Full Article: https://www.grunge.com/216727/what-the-final-12-months-of-elvis-life-were-like/",2020-08-03T21:00:05Z,658053,https://www.youtube.com/watch?v=_Eluqg6yNFw
MR3RT9-2E8w,Priscilla Presley Revealed The Unsettling Words That Elvis Used To Say To Her At Night,"Priscilla Presley was very much in love with Elvis; even after they divorced, she held a candle for him. But she’s also told stories about their marriage .
--------------------------------------------------------
Content and images are taken from: 
Boredom Therapy and Getty Images
Nightdaily
Scribol
----------------------------------------------
Please subscribe and follow my channel if you enjoy it.
You can also keep up with the newest news by visiting the newspaper pages.
Each of your donations brings me joy and inspires me to work harder every day. Thank you all so much.
-----------------------------------------------
In this video, images are used that do not belong to me. If the images are yours, please contact me and I will take it down. 
Contact email: jamescruisers@gmail.com",2019-11-19T17:12:44Z,3893924,https://www.youtube.com/watch?v=MR3RT9-2E8w
8eraNZHM1to,Dead Celebrities Who Are Actually Alive,"We've got proof that Elvis and Tupac are still alive! GMM #958!
Good Mythical More: http://bit.ly/2aWG9RO
Grab a FREE audiobook & 30 day trial at http://Audible.com/GMM -- Check out the book we mentioned, ""Playing Dead: A Journey Through the World of Death Fraud: http://adbl.co/2aPoz0L 
Choose a Season:  http://bit.ly/2axhxZN
SUBSCRIBE to GMM for daily episodes: http://bit.ly/subrl2

Follow Rhett & Link:
Facebook: http://facebook.com/rhettandlink
Twitter: http://twitter.com/rhettandlink
Tumblr: http://rhettandlink.tumblr.com
Instagram: http://instagram.com/rhettandlink
Google+: https://plus.google.com/+rhettandlink

Other Rhett & Link Channels:
Main Channel: https://youtube.com/rhettandlink
Good Mythical MORE: https://youtube.com/user/rhettandlink3
Rhett & Link EXTRAS: https://youtube.com/user/rhettandlink4

GMM Merch:
Poster, T-shirt & More: http://bit.ly/RL_Store
Coffee Mug: http://bit.ly/GMM_Mug

Watch More GMM:
Popular Videos: http://bit.ly/2afIJ12
Latest Uploads: http://bit.ly/GMMS10
Will It?: http://bit.ly/2a64BiV
Taste Tests: http://bit.ly/2a4v5hZ

Listen to our FREE podcast, Ear Biscuits on:
iTunes: http://apple.co/29PTWTM
SoundCloud:https://soundcloud.com/earbiscuits

JOIN the RhettandLinKommunity: http://bit.ly/rlkommunity
Mail us stuff to our P.O. Box: http://rhettandlink.com/contact
Submit a Wheel of Mythicality intro video: http://bit.ly/GMMWheelIntro

We are two Internetainers dedicated to giving you a daily dose of casual comedy every Monday-Friday on our show ""Good Mythical Morning."" Thanks for making us a part of your daily routine. Be your mythical best! - Rhett & Link

Credits:
Executive Producer: Stevie Wynne Levine
Executive Producer: Drew Champion
Writer/Producer: Edward Coleman 
Writer/Producer: Lizzie Bassett
Writer/Producer: Kevin Kostelnik
Writer/Producer: Daniela Hamilton
Associate Producer: Chase Hilt
Technical Director/Graphics/Editor: Morgan Locke
Editor: Casey Nimmer
Additional Graphics/Editing: Matthew Dwyer 
Production Coordinator: Alexander Punch 
Production Assistant: Mike Criscimagna
Content Manager: Kate Gallagher
Set Construction/Dresser: Cassie Cobb
Intro Motion Graphics: Digital Twigs 
http://www.digitaltwigs.com
Intro Music: Pomplamoose http://www.youtube.com/pomplamoosemusic
Outro Music: Pomplamoose http://www.youtube.com/pomplamoosemusic
Wheel of Mythicality Music: http://www.royaltyfreemusiclibrary.com/ 
Microphone: ‘The Mouse’ by Blue Microphones http://www.bluemic.com/mouse/",2016-08-16T10:00:00Z,14012706,https://www.youtube.com/watch?v=8eraNZHM1to
5YVnP00RdHg,Elvis Presley: Life and Death of the King,"Check out Squarespace: http://squarespace.com/biographics for 10% off on your first purchase. 

→ Subscribe for new videos four times per week.
https://www.youtube.com/c/biographics?sub_confirmation=1

This video is #sponsored by Squarespace. 

TopTenz Properties
Our companion website for more: http://biographics.org
Our sister channel TopTenz: https://www.youtube.com/channel/UCQ-hpFPF4nOKoKPEAZM_THw/
Our Newest Channel about Interesting Places: https://studio.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw

Credits:
Host - Simon Whistler
Author - Morris M.
Producer - Jennifer Da Silva
Executive Producer - Shell Harris

Business inquiries to biographics.email@gmail.com

Other Biographics Videos:

Croesus: All the Money in the World
https://youtu.be/q7G_N_uY_T4

Robert Hanssen: The FBI Mole who Spied for the KGB
https://youtu.be/v40HN6dNaAk

Source/Further reading:

Detailed, if uncritical bio (fansite): https://biography.elvis.com.au/ 
Biography: https://www.biography.com/musician/elvis-presley
Britannica’s take - interesting perspective: https://www.britannica.com/biography/Elvis-Presley 
Early life: https://www.elvispresleymusic.com.au/elvis-presley-1935-1953.html 
https://www.graceland.com/early-childhood 
Dedicated Mississippi history site on Elvis: http://www.mshistorynow.mdah.ms.gov/articles/32/elvis-presley-the-early-years 
Elvis drafted: https://www.history.com/this-day-in-history/elvis-presley-is-drafted 
Accusations of inappropriate relationships: https://www.vice.com/en_us/article/3k8z39/elvis-was-the-king-of-treating-women-like-shit-and-luring-14-year-olds-into-bed 
Elvis meets the Beatles: https://www.bbc.com/news/entertainment-arts-15126945 
‘68 comeback special: https://www.rollingstone.com/music/music-features/inside-elvis-presleys-legendary-1968-comeback-special-192201/ 
Elvis meets Nixon: https://www.smithsonianmag.com/history/when-elvis-met-nixon-69892425/ 
Elvis in Vegas: https://www.billboard.com/articles/news/6495222/elvis-presley-las-vegas-history 
Colonel Tom Parker bio: https://www.biography.com/business-figure/colonel-tom-parker 
https://www.smithsonianmag.com/history/colonel-parker-managed-elvis-career-but-was-he-a-killer-on-the-lam-108042206/",2020-03-16T19:00:01Z,356947,https://www.youtube.com/watch?v=5YVnP00RdHg
TkLKIaNgDdI,What Elvis Presley said 2 days before he passed could tell us everything.,Elvis Presley What really happened that day.,2021-05-03T20:43:43Z,398054,https://www.youtube.com/watch?v=TkLKIaNgDdI
gLviYFq3IFA,Elvis Presley Coffin Photo Who Took it? The Spa Guy,This video is about The Spa Guy introducing you to more of Elvis' cousins Wayne Mann and Janet Smith.... There has been speculation about who in the Mann family took the photo of Elvis in the coffin so I ask..  Don't forget to subscribe for more fun stuff...,2019-09-26T13:09:52Z,568664,https://www.youtube.com/watch?v=gLviYFq3IFA
3Uzjp85iClk,Elvis Presley&#39;s Fiancee on Finding Him Dead,"Almost everyone knows who Priscilla Presley is, but Elvis' ex-wife wasn't his only love. Ginger Alden was engaged to Elvis when he died, and in a revealing interview with ET, she shared intimate details about their relationship, and about the day she found him dead.",2014-09-05T16:28:40Z,585005,https://www.youtube.com/watch?v=3Uzjp85iClk
