video_id,title,description,date,fav_count,url
86aWYgfUCw0,How to Collect Antique Jewellery (5 Top Tips),"#Jewellery
Sotheby’s offers the most extraordinary antique jewels in the world to discerning collectors looking for special designs. In this episode of Expert Voices, Sotheby’s leading specialists offer tips on what to look for when starting or adding to a collection of antique jewellery. Our auctions feature iconic examples of artistic creativity from houses such as Cartier, Van Cleef & Arpels and Bulgari, and we have been privileged to handle the jewels of many distinguished women including Marie Antoinette, the Duchess of Windsor, Brooke Astor, Ava Gardner, Jacqueline Kennedy Onassis and Gina Lollobrigida. Our jewellery auctions are held throughout the year both online and live in New York, Geneva, Hong Kong, London, Paris and Milan. In advance of our forthcoming sales, click here to receive a free and confidential jewellery valuation.

SUBSCRIBE: https://www.youtube.com/sothebys/?sub...
FOR MORE NEWS FROM SOTHEBY’S
Instagram: https://www.instagram.com/sothebys/
Facebook: https://www.facebook.com/sothebys
Twitter: https://twitter.com/sothebys",2020-01-15T11:04:43Z,88785,https://www.youtube.com/watch?v=86aWYgfUCw0
yr_sqjh_fw4,"HUGE Vintage Jewelry Collection - Thrift Stores, Estate Sales, Auctions...Turquoise, Gold, Crystals","Friendly Email & Collaborations: Selena at MsPinkFabulous@hotmail.com

I hope you love seeing some of my favorite vintage jewelry pieces I've collected over the years!",2018-08-09T00:37:42Z,92463,https://www.youtube.com/watch?v=yr_sqjh_fw4
hVyCpQmXec8,SCARCELY SEEN VINTAGE STYLE | DESIGNER ANTIQUES | JEWELRY &amp; MORE,"HARD-TO-FIND VINTAGE | ANTIQUE SHOW | RESELLER SHOP ALONG

What's in a name? A whole lot, if you're a serious collector or fan of stylish vintage and antiques! We do a lot of name dropping in this video, showing you some of the better names we're finding in the winter antique show circuit, and talking about what makes them special--and why they're getting harder to find every day.

This one's a feast for the eyes, whether your eye goes to fab 50's furniture, antique silver, vivid wall art or sparkling signed jewelry. Bejeweled boxes, Pucci boots, Italian furnishings and designer pottery pieces are the order of the day here, with a lot of wonderful things packed into a tremendous antique show!

We spend time helping you discern good old pieces from fakes, present a mystery piece we're trying to understand and talk extensively with a high-end costume jewelry dealer about why those pieces are disappearing from American antique shops. We hope this delightful array of items will help whet your appetite for good vintage design...maybe we'll get to see you at our next antique show!

Here's some of the great designer items we encounter on our shop-along:

Heywood-Wakefield table, Piretti chairs, Eames style chair, TI-99 computer, 1970s pedestal tv, horse measure, chimney sweep, iron hitching post, cast iron banks, Peter Max World Cup Soccer poster, Blenko decanter, Jonathan Adler pot, Roseville bud vases, Carol Staub acrylic art, butterfly wing table, Lucite table, Polaroid 330, Zippo lighters, French crest bracelet, Fiesta Lilac trivet, Red Wing console bowl, signed designer jewelry, signed fashion jewelry, bakelite and copper jewelry, cameos, dresser boxes, gilded metal boudoir accessories, dresser mirrors, Lucite purses, mesh purses, Rookwood tile, figural match striker, Niloak ewer, silver overlay glass, thimbles, Snoopy/Woodstock phone, Cowboy radio, Gibson Girl postcard set, Rembrandt candlestick, perpetual calendar, Heisey Chanticleer cocktail shaker, Tiffany sterling, WWI bonds poster, grain linen, barkcloth, etc.

————————————————————

☀️  Do you want more info about an item you own? I am a certified appraiser!
Whether you need a ""verbal approximation of value"" or a ""formal written appraisal,"" I can do it all—in person or remotely.
Submit your information here: https://bit.ly/3kxiNUb

————————————————————

☀️  Subscribe to my NEW LIVE CHANNEL! https://bit.ly/3e6wi9B

☀️  Check out my NEW WEBSITE! https://bit.ly/3BfVNPt

————————————————————

Are you interested in exclusive content and special perks that help support this channel?
☀️  Become a member today at the following link! https://bit.ly/32dfTcz

————————————————————

Follow me on social media, check out my eBay listings, and buy my book!

☀️  Buy Me a Coffee: https://bit.ly/3r7KSUM
☀️  Facebook http://bit.ly/33TG9J9
☀️  Instagram http://bit.ly/2KOJcur
☀️  TikTok http://bit.ly/3oTA4FQ
☀️  Minds https://bit.ly/3aWsPcA
☀️  Odysee https://bit.ly/2ZUep69

☀️  My eBay listings: https://ebay.to/2mg7yDM

☀️  My book on Treasure Craft Pottery: https://bit.ly/3eAfaZM

————————————————————

If you love what we do, consider donating to the channel!
☀️  PayPal: https://bit.ly/3dLxmx3
☀️  Venmo: https://bit.ly/380DIHH
☀️  Cash App: https://bit.ly/3ANanNi
☀️  BTC: bc1qhcx6e3gp5kxv3rx696mhmsqfe0pv3chvpps0ku
☀️  ETH: 0xBbddAF1231944e7E6D0EA097Cb0609F1640537eF

————————————————————

☀️  Send me stuff:

The Antique Nomad
PO Box 33
Dawson Springs, KY 42408

————————————————————

Music from https://filmmusic.io
""Sweeter Vermouth"" by Kevin MacLeod (https://incompetech.com)
License: CC BY (http://creativecommons.org/licenses/by/4.0/)

Icons made by: https://www.flaticon.com/authors/smashicons

————————————————————

#Antiques #Vintage #Reselling #ShopWithMe #ThriftShopping #AntiqueMall #PickingForProfit #Thrifting #AntiqueShopping #Reseller #ShoppingForResale #VintageResale #ShoppingVlog #ResellingAntiques #TheAntiqueNomad",2022-03-10T01:00:28Z,145470,https://www.youtube.com/watch?v=hVyCpQmXec8
MUvcWZ6Lcj8,How To Identify and Assess Jewelry Value With These Easy Tips. #jewelrymasterclass #jewelry,"After  you spend some  time looking through jewelry of all types, you will start to get that  hang of it. Once you  know what  to look for, it becomes fairly routine to sift through lots of jewelry  pieces and  to be able  to tell whether or not it carries much  value.

Make  sure  to invest in jeweler's loupe so  that you can take a closer look to  find  marks. I have several and always keep one in my car too!

#jewelrymasterclass #vintagejewelry #jewelry #gold #sterling #sterlingsilver #estatesale #estatesalefinds #estatesalehaul #ebayforbeginners #ebay #ebayreseller #reseller #resellercommunity #thrifting #goodwill #jewelry #jewelrybusiness #thriftstoreshopping #howto #shopping

Here Are The Supplies We Use Every Day To Run the Business -

Shipping Supplies:

Thermal Printer: https://amzn.to/3dHjdnr

Thermal Labels: https://amzn.to/3vd34vP

Small Boxes:  https://amzn.to/2MXc3Ar

Wrapping paper:  https://amzn.to/2LF4DB5

Scale: https://amzn.to/3sjHyoj

Packing Tape: https://amzn.to/3oFqLKf

Tape Holder: https://amzn.to/39oxfXt

Polybags: https://amzn.to/2XusDcH

Bubble wrap:  https://amzn.to/3nyDz3B

Various Boxes & Mailers from USPS:  FREE BOXES FOR PRIORITY SHIPPING FOUND AT USPS.COM


Photography Equipment:

Seamless photography background paper:  https://amzn.to/3sgTeZ7

Camera:   https://amzn.to/2L7ahw8

SD Card: https://amzn.to/35yZ6mR

Tripod: https://amzn.to/2LnvF04

Lights: https://amzn.to/3bIeu4j

Shotgun Microphone/Stand Combo: https://amzn.to/38yxDU4

Go Pro Hero 8 bundle: https://amzn.to/2Ls25q9

Webcam: https://amzn.to/3i55d7d

Amazon Basics Foldable Studio Light Box:  https://amzn.to/38y278Q



Storage/Organization:


Shelving: https://amzn.to/3bDtsIq
    https://amzn.to/2XwtIAX


Storage Containers:  https://amzn.to/3nBJbdE
                                  https://amzn.to/39kDqfm

Postcard Boxes:  https://amzn.to/38AkOc7


Resell, reseller,  reselling, ebay reseller,  full-time reseller, ebay tips, ebay selling, etsy, what sold, what i found, what i got, how to resell, how to buy and sell, reseller tips, reseller guide, reseller advice, reseller how to, north carolina reseller, fipping, flipper, flips, vintage, antiques, antique, collectibles, thrifting, thrift store, garage sale, yard sale, estate sale, antique store, goodwill haul, goodwill find, pawn shop, sourcing, vintage thrift haul, retro, hot items, make money online, make money on ebay, work for yourself, e-commerce, rusty how to",2021-08-22T13:17:33Z,15975,https://www.youtube.com/watch?v=MUvcWZ6Lcj8
_CUsIAz5OhY,Thrifted Jewelry Unboxing Haul | Jewelry Haul | Thrift With Us | The Recycled Life,"This episode we unbox two HUGE boxes of vintage jewelry Laura has been holding patiently onto for 3 weeks! What treasures will we find?? =)

Want to support our upcoming Junk Jaunt in Nebraska!? Visit our website www.the-recycled-life.com to purchase items from this episode starting July 24th 2019!

Check out our new website! www.the-recycled-life.com
For links to our online vintage stores, click on the SHOP OUR VINTAGE tab =) SUBSCRIBE!

We are Selena and Laura. Just two girls with two completely different styles. We're on a mission to spread style and awareness through vintage and thrifted finds. We love to go picking for vintage and antiques at yard sales, auctions, garage sales, thrift stores, and estate sales. We love old stuff and aren't afraid to dig! Sit back, get inspired, then get involved!


Selena's online vintage & antique jewelry shop : https://www.ebay.com/usr/thevintagebombshell

Laura's online vintage shop www.leftcoastrevivals.com Instagram @LeftCoastRevivals

Thanks for watching!

See you in a new episode next Friday! =)

Want to sign us on a major TV network?...We'd love our own show! ;) For Collaborations, contact Laura at laura.therecycledlife@gmail.com

LINKS TO POPULAR VIDEOS:

Laura's Mid Century Modern thrifted bedroom makeover: https://youtu.be/slAMibP6Vj0

How to shop The Goodwill Bins Outlet like a PRO: https://youtu.be/Wz2pZB4FW8Y

Come Estate Sale Shopping with Us! : https://youtu.be/69KkM2zwGFo",2019-07-17T22:28:18Z,138573,https://www.youtube.com/watch?v=_CUsIAz5OhY
t7L0R-jpwnQ,Vintage Jewelry Brands That Sell for THOUSANDS : Necklaces and More,"I will go over some very high dollar sales, all from eBay that include necklaces, brooches, earrings and bracelet sets that sell for THOUSANDS of dollars! To ""tip"" me you can buy me a coffee here
https://www.buymeacoffee.com/thenurseflipper

BEST BUBBLE WRAP CHEAP AND FAST FOR RESELLERS HERE https://www.americanbubbleboy.com?sca_ref=772771.2xtmLdQsfc

To sign up for worthpoint the BEST research tool for researching rare items https://www.worthpoint.com/partner/32626

Get 30% off list perfectly with code THENURSEFLIPPER at https://www.listperfectly.com

My Amazon Store with Supplies for ebay, youtube, shipping, and organization! If there's something you're interested in you don't see let me know!

https://www.amazon.com/shop/thenurseflipper

Buy Journals and WHOLESALE reseller lots here .... https://thenurseflipper.bigcartel.com

Join this channel to get access to perks:
https://www.youtube.com/channel/UC_Jc08oOoYtIVdAMOKUSRRw/join

Get Nurse Flipper Merchandise Here
https://teespring.com/stores/the-nurse-flipper-2

Contact me on instagram @ thenurseflipper
Email TheNurseFlipper@yahoo.com


Mail call address
PO Box 1024
Chiefland FL 32644

Our ebay store http://ebay.us/4uTIxS

Instagram https://www.instagram.com/thenurseflipper/

What sold on ebay videos https://www.youtube.com/watch?v=h5tZ7SlelC4&list=PLxc_klFLEdaq9gypMFeJ_zk189fWaIy6i

Haul Videos https://www.youtube.com/watch?v=noEQw2WScGQ&list=PLxc_klFLEdartmG2ttMIaNsmocgyD4Hq_&index=2

Tips and Tricks for resllers videos https://www.youtube.com/watch?v=noEQw2WScGQ&list=PLxc_klFLEdartmG2ttMIaNsmocgyD4Hq_&index=2


#highprofit #ebay #reseller

Disclaimer: Some of these links go to one of my websites and some are affiliate links where I'll earn a small commission if you make a purchase at no additional cost to you.",2022-06-23T00:30:09Z,91133,https://www.youtube.com/watch?v=t7L0R-jpwnQ
V3g6FGE1Ntg,Valuable Vintage Jewelry Worth Collecting,"Valuable Vintage Jewelry Worth Collecting!
Today I’ll be showing pieces that are highly collectible. These pieces are valuable and many of them are highly sought after by vintage jewelry collectors. I will also be showing pieces that are currently affordable to collect but will only grow in value over time.
Coro vintage Jewelry
https://youtu.be/KOFw4sjto60",2022-01-01T12:00:13Z,5400,https://www.youtube.com/watch?v=V3g6FGE1Ntg
20WWW8OeMzw,Vintage Jewelry Finds! - FIGURAL RINGS!,"Vintage jewelry finds! Figural rings are in the vintage jewelry spotlight!  Vintage jewelry rings, the best of my collection featuring flowers and feathers and fauna and more! Learn what to look for by watching!

♥︎  TEXT ME:  917-809-7250  For Live Auction Alerts
♥︎  GALAXY SHOP:  973-949-0785  https://shopgalaxy.com/hudson-vintage/profile
♥︎ SELL OR CONSIGN: hudsonvintage@me.com SUBJECT: Help!
♥︎  MEMBERSHIP PATREON:
 https://www.patreon.com/hudsonvintage
♥︎  MEMBERSHIP YOUTUBE:  https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA/join
♥︎ SOCIALS:
Facebook: https://www.facebook.com/hudsonvintageny/
Instagram:  https://www.instagram.com/hudsonvintage/
♥︎ AMAZON:  https://www.amazon.com/shop/hudsonvintage
♥︎ FRIEND MAIL
Hudson Vintage
P.O. BOX 526
Blairstown NJ
07825
♥︎ CONTACT ME:
EMAIL: hudsonvintage@me.com
TEXT:  917-809-7250
♥︎ JOIN this channel to get access to perks:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA/join

I am a vintage jewelry expert and have a vast collection of vintage jewelry and clothes. I have been a source for movies and TV,  (the last being ""The Irishman"").  I make videos on creating personal style with modern clothes we buy everyday, and adding vintage finds and thrifted treasure!  I'm a long time vintage professional. I've been a high-end NY vintage shop owner,  and my personal collection remains a source closet for designers and wardrobe directors. I make new videos every week (or almost every week) subscribe now to see them all!   xo ~D Hudson Vintage

MOST POPULAR VIDEO
https://www.tubebuddy.com/quicknav/mostpopular/UCZBYmN6psJwd2S_8-WxtUHA

LAST WEEK'S UPLOAD:
https://www.tubebuddy.com/quicknav/latest/UCZBYmN6psJwd2S_8-WxtUHA

CHANNEL INTRO:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA?sub_confirmation=1

EMAIL: hudsonvintage@me.com",2020-12-17T02:40:05Z,14510,https://www.youtube.com/watch?v=20WWW8OeMzw
L7oiaA4ULv0,Magnificent Vintage Jewelry Unboxing,,2022-04-25T02:05:00Z,43310,https://www.youtube.com/watch?v=L7oiaA4ULv0
fatBpvSkdVg,Antique jewelry brooch identification,"Antique jewelry brooch identification.Tips on identifying antique brooches by the findings and design. I have been collecting and learning about vintage costume jewelry and some antique jewelry for quite a few years. The purpose of this video is to share some of the information I have learned as a long time collector. https://youtu.be/QfvZ5s8HKmU

https://youtu.be/vYiQoZzH-68",2021-02-20T15:33:15Z,42808,https://www.youtube.com/watch?v=fatBpvSkdVg
XVafmjRn2wA,Vintage Jewelry Haul !!,"Hey ! thank you all for watching subscribing and commenting! 12k giveaway soon !
upcoming auction on princess casserole channel 5/11 6:30 pm eastern . hope to see you there !",2022-05-10T23:07:22Z,4522,https://www.youtube.com/watch?v=XVafmjRn2wA
Y-EWqyUzu0A,Value &amp; Find Antique Jewelry and Earrings by Dr. Lori,"Are you looking to value your #antique #jewelry and earrings? Watch Ph.D. Antiques Appraiser Dr. Lori reveal secrets to find and value jade, coral, gold and pearl antique earrings and jewelry. Discover how to identify pearls and what not to do to pearls to ruin them. Plus, jewelry storage and care tips and learn how to get a better price when thrift store shopping for jewelry. Don't miss out on possible #ThriftStoreFinds. Ask Dr. Lori to appraise your antique jewelry, earrings or thrift store find. Attend her antiques appraisal events near you or submit photos on Dr. Lori's website.",2019-12-08T22:00:04Z,237388,https://www.youtube.com/watch?v=Y-EWqyUzu0A
AXyt714T92U,Priceless Vintage Jewelry,"Thank you for watching!

Please visit my Etsy shop:https://www.etsy.com/shop/LucZal
My email : best_ach@yahoo.com
Follow me on Instagram https://www.instagram.com/_lucia__lei


My Fantastic Friend Anita’s channel https://www.youtube.com/anitafunita
Anita's Etsy shop https://www.etsy.com/shop/AnitaFunita...
https://www.instagram.com/anita_funita_/",2022-06-11T21:43:34Z,27464,https://www.youtube.com/watch?v=AXyt714T92U
Skxa_r6n0uM,10 Things a vintage jewelry collector needs to know!,"10 Things a vintage jewelry collector needs to know!
Learn what to look for, how to collect vintage jewelry, how to sell vintage and antique jewelry, best practices and tips and tricks accumulated over years of experience!
♥︎  GALAXY:  973-949-0785  https://galaxy.live/hudson-vintage
♥︎ SELL OR CONSIGN: hudsonvintage@me.com SUBJECT: Help!
♥︎  SHOP:  917-809-7250  https://shophudsonvintage.com
♥︎  MEMBERSHIP:   https://www.patreon.com/hudsonvintage
♥︎ SOCIALS:
Facebook: https://www.facebook.com/hudsonvintageny/
Instagram:  https://www.instagram.com/hudsonvintage/
♥︎ AMAZON:  https://www.amazon.com/shop/hudsonvintage
♥︎ FRIEND MAIL
Hudson Vintage
P.O. BOX 526
Blairstown NJ
07825
♥︎ CONTACT ME:
EMAIL: hudsonvintage@me.com
TEXT:  917-809-7250
♥︎ JOIN this channel to get access to perks:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA/join

I am a vintage jewelry expert and have a vast collection of vintage jewelry and clothes. I have been a source for movies and TV,  (the last being ""The Irishman"").  I make videos on creating personal style with modern clothes we buy everyday, and adding vintage finds and thrifted treasure!  I'm a long time vintage professional. I've been a high-end NY vintage shop owner,  and my personal collection remains a source closet for designers and wardrobe directors. I make new videos every week (or almost every week) subscribe now to see them all!   xo ~D Hudson Vintage

MOST POPULAR VIDEO
https://www.tubebuddy.com/quicknav/mostpopular/UCZBYmN6psJwd2S_8-WxtUHA

LAST WEEK'S UPLOAD:
https://www.tubebuddy.com/quicknav/latest/UCZBYmN6psJwd2S_8-WxtUHA

CHANNEL INTRO:
https://www.youtube.com/channel/UCZBYmN6psJwd2S_8-WxtUHA?sub_confirmation=1

EMAIL: hudsonvintage@me.com

As an Amazon Associate I earn from qualifying purchases",2022-01-28T19:46:37Z,6150,https://www.youtube.com/watch?v=Skxa_r6n0uM
I1hjANkDvKI,Vintage Jewelry Gemstones-Part 1,"Vintage Jewelry Gemstones.

To all my kind viewers:
           If you want to get to know me on a personal level, check my true life book and see what challenges I had to overcome as an adult some 42 year ago.

https://www.authorhouse.com/

The Torment’s of the Modest Secluded Farm Life
9781587218064
This book has been put into screenplay format.

I also have another true life book titled:
Life Of An Old Woodsmen
9781588200464

I also have a personally tested school craft book that all teachers should have. It includes classroom time, items and prep work according to grades.
Easy & Inexpensive Holiday Classroom Crafts For Teachers
9780759606814
By:
Doris Anne Beaulieu",2018-05-15T23:08:32Z,9228,https://www.youtube.com/watch?v=I1hjANkDvKI
s92C9p-Npxk,Vintage Jewelry haul!,Massive amounts of vintage jewelry all so wonderful and beautiful. Closed up my case in the antique mall. Upcoming auction with Princess Casserole! More to come!,2022-01-29T04:00:53Z,4383,https://www.youtube.com/watch?v=s92C9p-Npxk
JLkk1o6DvWg,New Vintage Jewelry Jar! Let&#39;s see what we find.,"Opening another jewelry jar from my local thrift store filled with mystery vintage treasures! Let's open it together and see what we find.

If you are a fellow jewelry lover- please consider subscribing and giving this video some love! Thanks so much for watching!!

#Jewelry #Vintage #JewelryJar",2020-11-07T12:00:09Z,7582,https://www.youtube.com/watch?v=JLkk1o6DvWg
b3tOAIhj2ZE,Antiquing For Vintage Jewelry,Antiquing For Vintage Jewelry! Come along with me as I go antiquing for vintage Jewelry in historic Greensboro Georgia. Let’s explore all the wonderful items in this antique store and at the end of the content I’ll show you my finds!,2022-07-09T11:00:18Z,664,https://www.youtube.com/watch?v=b3tOAIhj2ZE
