video_id,title,description,date,fav_count,url
2RrGnjxSsiA,Top 3 Science-Based Exercises For Six Pack Abs (Upper vs Lower Abs) ft. Matt Ogus,"In this video we're looking at proper technique on three ab movements  to maximize muscular development of the six pack while avoiding injury.

Matt Ogus! Thanks for the help on this video bro!! https://www.youtube.com/user/flexforall2
https://www.instagram.com/mattogus/

Are crunches dangerous?: https://www.youtube.com/watch?v=_ctGsTyQSuw

Plank Technique video: https://youtu.be/1G0y8D5rFDc

Support Technique Tuesday: I am choosing to leave the entire Technique Tuesday Series COMPLETELY UNSPONSORED so I can focus all of my attention on delivering the relevant information. *Each episode takes ~30-40 hours to write, produce and edit.* If you're learning from these videos every week, consider supporting my work by trying one of my science-based training programs that best suits your goals. ($9.99 - $39.99)
‣ http://www.jeffnippard.com/programs

Watch more Technique Tuesday videos:
https://www.youtube.com/playlist?list=PLp4G6oBUcv8yGQifkb4p_ZOoACPnYslx9

-------------------------------

Check out what my amazing sponsors have to offer:

▹ MASS (Monthly Research Review)
‣ https://bit.ly/jeffMASS
‣ Only $25/month (pre-paid yearly)

▹ PEScience Supplements
‣ https://www.PEScience.com/discount/jeff
‣ Use discount code JEFF to save $$

▹ RISE Training Gear and Sportwear
‣ http://rise.ca/jeff
‣ Use discount code JEFF to save 10%

▹ Body-Analyser Weight and Bodyfat % Scale
‣ https://vitagoods.com/jefffit
‣ Use the above link to save 60% off!

-------------------------------

Follow me on social media:

Instagram ‣ http://instagram.com/jeffnippard
Facebook ‣ http://facebook.com/jeffnippard
Twitter ‣ http://twitter.com/jeffnippard
Podcast ‣ The Jeff Nippard Podcast on iTunes and Stitcher

-------------------------------

SOURCES:

https://journals.lww.com/nsca-scj/Fulltext/2011/08000/To_Crunch_or_Not_to_Crunch__An_Evidence_Based.2.aspx

If you're eager to learn more about proper technique, I recommend subscribing to the 3DMJ Lifting Library:
‣ https://www.3dmjvault.com/courses/lifting-library

Intro Music:
‣ Ryan Little: https://www.youtube.com/watch?v=UFK-mqdEAqE

Filmed and edited by Rashaun R and me using Final Cut Pro X and Sony A7R3

Rashaun's YouTube:
‣https://www.youtube.com/channel/UClnG0SHgQJm9CcZWIEgRnMw

-------------------------------

About me: I'm a Canadian natural pro bodybuilder and internationally-qualified powerlifter with a BSc in biochemistry/chemistry and a passion for science. I've been training for 12 years drug-free. I'm 5'5 and fluctuate between 160 lbs (lean) and 180 lbs (bulked).

-------------------------------

Disclaimers: Jeff Nippard is not a doctor or a medical professional.  Always consult a physician before starting any exercise program. Use of this information is strictly at your own risk. Jeff Nippard will not assume any liability for direct or indirect losses or damages that may result from the use of information contained in this video including but not limited to economic loss, injury, illness or death.",2019-08-27T16:00:21Z,1850417,https://www.youtube.com/watch?v=2RrGnjxSsiA
3SUtOSaOn1M,10 MINUTE BEGINNER DUMBBELL AB WORKOUT | LEVEL 1 ABS (FOLLOW ALONG),"10 Minute Beginner Dumbbell AB Workout. Do this 10 Minute ABS WORKOUT for 2 or 3 FULL ROUNDS for a 20 Minute or 30 Minute AB workout! Take only 2-5 minutes between each round. Follow along with me in this easy home workout routine.
.
00:00 Intro
00:28 DUMBBELL AB WORKOUT
10:31 Outro
.
Say hello on Instagram - @tmm.midas
.
Feeling generous? 🙏🏾🙌🏾 Donate here  - https://www.paypal.com/donate?hosted_button_id=2R2JVV47AT38Y
.
Download My FREE Workout Programs & Meal Guides: https://sellfy.com/digitalbymidas/freeworkoutprograms/
.
Try Amazon Prime for 30 days FREE
US - https://geni.us/rWyNSyz
CA - https://geni.us/IxeN
UK - https://geni.us/PIP5p
.
WORKOUT EQUIPMENT (DUMBBELLS, KETTLEBELL ETC.)
KIT - https://kit.co/Midas/home-workout-gear
.
US - https://geni.us/Im9yM
CA - https://geni.us/9ErW
UK - https://geni.us/HAHeB
.
WORKOUT SUPPLEMENT RECOMMENDATIONS
KIT - https://kit.co/Midas/workout-supplements
.
Whey Protein Isolate (Less Sugar/Fats/Carbs - Pure Protein Source)
US - https://geni.us/nyGun
CA - https://geni.us/vvdI
UK - https://geni.us/V2JEg
.
Whey Protein Concentrate (More Sugar/Fats/Carbs)
US - https://geni.us/BExt
CA - https://geni.us/BrEgB
UK - https://geni.us/hdak5nb
.
Creatine
US - https://geni.us/fLUdOgs
CA - https://geni.us/5iddAM
UK - https://geni.us/XST8Yk
.
Pre-Workout
US - https://geni.us/JgPPwB
CA - https://geni.us/FXW6UWh
UK - https://geni.us/wBaQNPa
.
MASSAGE GUN (Use CODE 'Midas10' for 10% off) - http://bit.ly/38ed8M3
MY VIDEO GRAPHICS - www.sellfy.com/digitalbymidas
.
FREE YouTube Growth and Management Tool (TubeBuddy) - https://www.tubebuddy.com/themidasmvmt
Build your E-Commerce Store (Sellfy) - https://get.sellfy.com/themidasmvmt
.
MY FILMING EQUIPMENT - https://kit.co/Midas/youtube-video-kit
GEAR/MERCH - www.themidasmvmt.com/shopgear
3D ILLUSION LAMP (Use CODE 'Lamptee-DiGiTAL' for 10% off) - https://bit.ly/3uZWl9i
.
Tech Channel - https://www.youtube.com/c/MIDASDIGITAL
Gaming Channel - https://www.youtube.com/c/midasgaming2
.
Twitter - @MiDASDiGiTAL1
Instagram (Digital Content Store) - @digitalbymidas
Instagram (Gear + Merch) - @gearbymidas
.
DISCLAIMER: Links included in this description might be affiliate links. If you purchase a product or service with the links that I provide I may receive a small commission. There is no additional charge to you! Thanks for the support so I can continue to bring you good content.",2021-02-24T16:00:01Z,760365,https://www.youtube.com/watch?v=3SUtOSaOn1M
qfWx1EPdhwE,NO JUMPING!! STANDING ONLY ABS WORKOUT | Get Ripped ABS,"Get ripped abs and a smaller waist by combining the Standing Abs Workout with our cardio workouts and a well-managed diet. To lose belly fat fast and develop your figure pay close attention to the type of food you consume, your protein levels, water intake, your rest/sleep and do more cardio focused workouts.
-
My Meal Plans & Programs: https://mrandmrsmuscle.com
My Outfit: https://gym.sh/muscle-womens
-
This workout targets the muscles in your abs and obliques but also works the stabilizing muscles throughout your body.

FOR BEST RESULTS: Do this standing ab workout a minimum of twice a week!
---
For all KNEE FRIENDLY WORKOUTS click here:
https://www.youtube.com/watch?v=xyNxjx60Y7o&list=PLfj4lZyPiNakHnwM70szo85SIbhACqdWB
---------------------------------------------------------------------
VIDEO KEY:
MUSCLES WORKED
🔴 RED = Primary Muscles
🔵 BLUE = Secondary Muscles
---
SEND OUR WORKOUTS TO SOMEONE WHO NEEDS MOTIVATION AND HELP
---
DISCLAIMER:
MrandMrsMuscle strongly recommends that you consult your physician before starting any exercise or workout program.
You should be in good physical and mental condition and be able to participate in the exercises.
You should be aware and understand that when participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this workout, exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself, and agree to release and discharge MrandMrsMuscle from any and all claims or causes of action, known or unknown, arising out of MrandMrsMuscle's negligence.",2020-08-25T16:36:45Z,3978129,https://www.youtube.com/watch?v=qfWx1EPdhwE
Q-vuR4PJh2c,10 MIN SIXPACK WORKOUT // No Equipment | Pamela Reif,"NO EXCUSES ♥︎  a quick & intense workout to target your abs. You don't need any equipment or weights!! // Werbung

The video is in full length which means you can just follow whatever I’m doing 30s for each exercise – NO REST IN BETWEEN.

No Equipment necessary, no breaks and not much space needed :) If you need a break tho - take it! Just don't quit!
__

▸ you can find FREE WORKOUT PLANS on my Instagram Channel. 30min, 45min and Beginner Friendly combinations. Check out the Highlight Bubble ""Workout Plans"" for that.

➞ Instagram http://www.instagram.com/pamela_rf/

__

➞ Instagram http://www.instagram.com/pamela_rf/
➞ Food Account http://www.instagram.com/pamgoesnuts/

__
MUSIC by Epidemic Sound
http://www.epidemicsound.com

__
Email:
pamela_reif@icloud.com

Disclaimer:
When joining me for this workout video, you need to take some precautions as your health and safety is the most important. To avoid any injury or harm, you need to check your health with your doctor before exercising. By performing any fitness exercises without supervision like with this video, you are performing them at your own risk. See a fitness professional to give you advice on your exercise form. Pamela Reif will not be responsible or liable for any injury or harm you sustain as a result of this video.",2018-01-08T18:38:38Z,54110755,https://www.youtube.com/watch?v=Q-vuR4PJh2c
F6PhNnlb-14,Get a “6 Pack” in 22 Days! (HOME AB WORKOUT),"If you want to get a 6 pack at home and are not sure what home ab workout to do, give this one a try. This six pack workout is designed to do two things in just 22 days. The first is help you to develop stronger abs by training them the way they should be. No ab function is left out as you work your way from your lower abs to your upper abs to your obliques.

The next most important element however is that research has shown that 22 days is the time period within one must stay consistent with something in order to turn it into a habit. If you can stick to this 6 exercise home ab workout for just three weeks, you will start to see changes to your lifestyle and your approach to working out that could stick with you for the rest of your life.

It is this element that makes this a plan that even someone that is at a much higher body fat percentage, something that they will want to invest the time in doing. While the six pack abs may not be completely visible by the time this is over in just 22 days, it is the habits that will be formed that could carry over and be the true game changer.

That said, do be sure that while you are committing to putting in the effort on this workout that you don’t undervalue the role of nutrition to getting to where you want to be. I’ve said so many times that the most important element of getting ripped is having a good nutrition plan. You simply cannot out train a bad diet. You need to eat healthy, while still enjoying the foods that you eat, if you want to get your body fat levels down low enough to see your abs.

The good news is that your body fat levels do not have to be nearly as low as you may have thought they needed to be in order to get a six pack. Some can see even the outline of a complete set of abs at body fat levels in the mid teens.

That said, here is how this extinction style ab workout breaks down.

There are 6 total ab exercises in this routine. They start with lower ab movements and progress through midrange and oblique exercises, ending with top down movements at the end to predominantly influence your upper ab fibers. The key to getting six pack abs is that you perform them for the given rep or time range. If you can successfully complete the range for a given exercise, simply wait 10 seconds and go again. Keep repeating the range until you cannot get all the reps or time prescribed. At this point, you will have reached extinction. From here, you would move onto the next exercise in the six pack workout and complete it in the same manner.

The exercises are as follows:

W Raises x 5 reps (lower abs)
Black Widow Knee Slides x 45 seconds (bottom up rotation)
Butterfly Sit-ups x 10 reps (midrange)
Seated Corkscrews x 45 seconds (obliques)
Levitation Crunches x 10 reps (upper abs)
Sit-Up Elbow Thrusts x 5 reps each side (top down rotation)

This entire circuit is to be performed just one time through, however remember that you may be repeating individual exercises multiple times if you are able to complete all of the prescribed reps or time. In this case again, you would rest 10 seconds and repeat the exercise until you couldn’t finish what was prescribed.

This is a killer but it is an ab workout that everyone can do, regardless of what body fat level or ability level you are at right now. If you are looking for a complete bodyweight workout program that doesn’t require any equipment at all, be sure to head to athleanx.com and check out the ATHLEAN XERO program. No bands, benches, bars or weights are needed to build a ripped athletic body.

For more ab workouts to get a 6 pack, be sure to subscribe to our channel here on youtube via the link below and try some of the follow along ab workouts. Don’t forget to turn on your notifications so you never miss a new video when it’s published.

Build Muscle with No Equipment - http://athleanx.com/xero
Subscribe to this channel here - http://youtube.com/user/jdcav24",2020-04-02T19:30:36Z,16028964,https://www.youtube.com/watch?v=F6PhNnlb-14
MmNbGJS57U8,"10 MIN SIXPACK WORKOUT - BEGINNER TO MEDIUM LEVEL, including breaks / No Equipment I Pamela Reif","on your way to build a sixpack but not fully there yet? ♥︎ / Werbung

Everybody starts somewhere & my other workouts require suuuper strong ab muscles (and neck muscles haha). I feel like this routine is a bit harder than the Beginner Ab Workout, so I would say this is between Beginner & Medium Level.
Perfect to build up your strength before you jump into those killer videos on my channel!

And listen.. it includes BREAKS! :D
(If you feel like it's too easy with the breaks: just continue the last exercise during the break & jump into the new movement one once I start with it as well)

▸ always THINK about your ab muscles while performing the movements. That's the best way to engage them and not use the strength of your thighs too much.
▸ if we lay down on our back, keep your lower back flat on the ground
▸ keep you body in one parallel line to the floor during the planks. No butts sticking in the air please!

__

The video is in full length which means you can just follow whatever I’m doing 30s for each exercise.

▸ you can find FREE WORKOUT PLANS on my Instagram Channel. 30min, 45min and Beginner Friendly combinations. Check out the Highlight Bubble ""Workout Plans"" for that.

➞ Instagram http://www.instagram.com/pamela_rf/
➞ Food Account http://www.instagram.com/pamgoesnuts/

__

▸ You can always find ALL SONGS in my workout playlist. I update it weekly & it's available on Spotify, Apple Music, etc. ♥︎
http://wmg.click/GetActive

1. David Puentez - I'm Gone 0:00 - 2:49
2. Winona Oak & Robin Schulz - Oxygen (Wave Wave Remix) 2:50 - 5:45
3. Enisa - Love Cycle 5:55 - 8:23
4. Why Don't We - Fallin' 8:24 - 10:30

__

Business Contact:
pamela_reif@icloud.com

__
unterstützt durch Warner Music Germany

Disclaimer:
When joining me for this workout video, you need to take some precautions as your health and safety is the most important. To avoid any injury or harm, you need to check your health with your doctor before exercising. By performing any fitness exercises without supervision like with this video, you are performing them at your own risk. See a fitness professional to give you advice on your exercise form. Pamela Reif will not be responsible or liable for any injury or harm you sustain as a result of this video.",2020-10-23T04:00:03Z,8183487,https://www.youtube.com/watch?v=MmNbGJS57U8
OfMK1r41Jz0,8 MIN. BRUTAL AB WORKOUT - NO LEG MOVEMENTS / lower &amp; upper ab BURN | No Equipment | Mary Braun,"Are you struggling with your legs and thighs whenever you train abs?
Do they feel extra heavy when doing leg lifts?
Then - this is the greatest gift and solution for you.
An AB WORKOUT where you don’t need to use your legs.

I used my favourite ab exercises that:

- let your lower abs burn
- make your upper abs visible
- work on the muffin top fat
- are the basic greatest & best ab exercises in my opinion

Let me know in the comments how you liked it and what you want to see more of, leave a like and we will see us as soon as you are ready for another workout with me. For weekly Workout Plans, keep an eye on my Instagram Stories and Posts here on Youtube.

For weekly Workout Plans, keep an eye on my Instagram Stories and Posts here on Youtube.
- ♥️ MY GOAL is to offer you free access to build the body you want, stay healthy & fit and have fun while working out ♥️ -

Lots of powerful love,
Mary

_____________________________
Workout Equipment:
https://www.picker.me/l/eb5cb2e5

MUSIC by Epidemic Sound
https://www.epidemicsound

🦈My Gymshark Outfit : https://gym.sh/Shop-Mary-Braun

Follow me on Instagram for daily Motivation ♥︎
Instagram: @_marybraun
https://www.instagram.com/_marybraun/?hl=en
Business Contact:  marybraun.info@gmail.com

Disclaimer:
When joining me for all my workout videos, you need to know that we can’t choose the area where we want to lose fat. Your health and safety is the most important. To reduce and avoid any injury or harm, you will want to check with your doctor before beginning this workout. If you don’t feel comfortable in performing different exercises see a fitness professional to give you advice on your exercise form. Mary Braun will not be responsible or liable for any injury or harm you sustain as a result of this video.",2021-08-16T07:00:15Z,1206654,https://www.youtube.com/watch?v=OfMK1r41Jz0
NMgWyTivrTI,22 Ab Exercises Ranked (Worst to Best!),"Our Workout Programs: ➡️ http://calimove.com ⬅️

✔️Instagram ➢ https://instagram.com/calimove
✔️Facebook ➢ https://www.facebook.com/pages/Calisthenic-Movement/154846744637610

Music: ➢ http://www.epidemicsound.com/",2020-12-04T12:00:21Z,4595977,https://www.youtube.com/watch?v=NMgWyTivrTI
QdIutxfm_hU,The BEST 10 Minute Ab Workout For Six Pack Abs (HIT EACH AREA!),"To best achieve six pack abs, you need to understand the basic anatomy of the core muscles. First off, there’s the rectus abdominis, which can be further divided into two regions; the upper and lower abs. Given that they’re innervated by different nerves, each of these two regions can be selectively activated with different abs exercises. Next, there’s the obliques which run down the sides of the abs. Lastly, there’s the serratus anterior situated right on top of the ribs. Each of these muscles play a significant role in sculpting out ripped abs. Meaning that your abs workout routine and abs exercises needs to be designed in a way that hits each of these various muscles. In this video, I’ll show you how to craft the best ab workout for a six pack based on both scientific research and our anatomical understanding of the core muscles.

So the first ab exercise we’re going to perform in the abs workout routine is the reverse crunch, which effectively favours the lower abs over the upper abs in terms of activation. What you want to do is before you even start, initiate something called posterior pelvic tilt. When you perform a rep, all I want you to think about is curling your pelvis up towards your belly button and think about contracting your lower abs. Build up this movement to roughly 2-3 sets of 15-20 reps done with bodyweight and full control, then move onto performing them weighted and/or with a decline implemented like so for 2-3 sets of 10-15 reps.

Next, we’ll move onto high to low woodchoppers, one of the best abs exercises available that works the obliques. For these, you want to keep your arms extended and elbows locked, and then use the one side of your obliques to rotate your torso down and across your body towards the opposite knee. I’d recommend a set and rep range of roughly 2-3 sets of 10-15 reps, and adding more weight as this becomes easier. If you find difficulty with this movement then a viable alternative are bicycle crunches.

Next, it’s time to move onto weighted crunches, which enable us to selectively emphasize the upper abs for well-rounded six pack abs. The key is that you’re emphasizing the top down aspect of these movements by focusing on simply bringing the rib cage forward and down towards the pelvis. Your hips should simply remain stationary as you perform each rep. You’ll want to use a moderate rep range of 2-3 sets of 10-15 reps and again, gradually overload these with more weight as your abs develop and strengthen overtime.

The last exercise of this abs workout will be something called serratus jabs, which elicits very high activity of the serratus anterior. You can use a band or cable and set it up such that your arm travels upward during the jab. Then you want to simply perform an upward punching motion and reach as far as you can at the end position in order to protract that scapula and fully activate the serratus anterior. Again, use a rep range of 10-15 reps per side for these and overload it overtime by increasing the resistance.

So to wrap the best ab workout for a six pack up for you:

Exercise 1:
Reverse Crunches: 2-3 sets of 15-20 reps (bodyweight)
BUILD UP TO: 2-3 sets of 10-15 reps (weighted/decline)

Exercise 2:
High To Low Cable Woodchoppers: 2-3 sets of 10-15 reps per side
OR
Bicycle Crunches: 2-3 sets to failure (bodyweight)

Exercise 3:
Weighted Crunches: 2-3 sets of 10-15 reps

Exercise 4:
Serratus Jabs: 2-3 sets of 10-15 reps

I’d recommend performing this workout 1-3 times per week, which can either quickly be done after your main workouts or on your rest days.

Now keep in mind though guys that this abs workout is just one piece of the puzzle. If you truly want to attain ripped abs then you need to pair your workouts with a nutrition plan that helps you both shred off fat effortlessly while providing your muscles with the fuel they need to recover and grow to the best of their ability after each workout. And for a step-by-step program that takes care of all the guess work for you and shows you exactly how to train AND what to eat week after week in order lean down most effectively with science, just like several other members have been able to do with their Built With Science programs, then then take the analysis quiz below to discover which approach is best for you: https://builtwithscience.com/bws-free-fitness-quiz/gender?utm_source=Youtube&utm_medium=Video&utm_content=Description%20box&utm_campaign=10%20minute%20ab%20workout%20Jan%2026%2F2020

Filmed by: Bruno Martin Del Campo

Abs workout PDF download:
https://builtwithscience.com/absworkoutPDF

MUSIC:
Music by Ryan Little - Think About You - https://thmatc.co/?l=9E7F675F

STUDIES:

RECTUS ABDOMINUS
https://www.ncbi.nlm.nih.gov/pubmed/8976314
https://www.ncbi.nlm.nih.gov/pubmed/11726260

REVERSE CRUNCH
https://www.ncbi.nlm.nih.gov/pubmed/8976314

BICYCLE CRUNCHES
https://www.acefitness.org/getfit/studies/bestworstabexercises.pdf

SERRATUS JABS
https://www.ncbi.nlm.nih.gov/pubmed/19194023",2020-01-26T17:35:05Z,1903802,https://www.youtube.com/watch?v=QdIutxfm_hU
EPXbWEFQ008,THE BEST ABS WORKOUT | Get ABS in 3 WEEKS | Rowan Row,"► THE BEST ABS WORKOUT | Get ABS in 3 WEEKS | Rowan Row
• Shop Bulk Powders supplements - www.awin1.com/awclick.php?mid=4822&id=765753
----------------------------------------­­­­­­­----------------------------------­-­-­-­
• My Fitness app •
• https://apps.apple.com/gb/app/rowan-row-fitness/id1521683735
----------------------------------------­­­­­­­----------------------------------­-­-­-­
• My Links •
Instagram • https://www.instagram.com/rowanrow
Facebook • https://www.facebook.com/rowanrow
Twitter • https://twitter.com/rowanrowrowan
Website • https://www.rowanrow.com
----------------------------------------­­­­­­­----------------------------------­-­-­-­-
• Music •
Epidemic Sound
https://www.epidemicsound.com
----------------------------------------­­­­­­­----------------------------------­-­-­-­-
• Contact • info@rowanrow.com
----------------------------------------­­­­­­­----------------------------------­-­-­-­-­-
• The Routine •
1. High crunches
2. Long arm crunches
3. Reverse crunches
4. Scissors
5. Leg raises
6. Pulse up
7. V ups
8. Sitting punches
9. Hollow hold
10. Bicycle kicks
11. Heel taps
12. Dynamic plank
----------------------------------------­­­­­­­----------------------------------­-­-­-­-­-
•  Subscribe to my channel here: https://www.youtube.com/rowanrow
----------------------------------------­­­­­­­----------------------------------­-­-­-­-­-
Here’s a very basic and super effective abs/6pack workout for all kind of levels that you can perform it at home or anywhere you go because does not require any gym equipment at all. To get the best results out of it all you need is consistency and commitment. Takes less then 3 weeks to show up the results if you push it hard to the limits every day. Of course with a balanced diet you will get even better results. Please do comment below and let me know how you find it. Thank you for the constant support :)",2020-12-08T05:00:11Z,2596688,https://www.youtube.com/watch?v=EPXbWEFQ008
Cbb1uqiaMtM,10 MIN KILLER LOWER AB WORKOUT,"Leg raises, crunch kicks, single leg bicycles & plank crunches. just a few of the exercises we're doing in this video! It's a new at-home follow along workout targeting the lower abs!

GET MY WORKOUT PROGRAMS: https://gainsbybrains.com/collections/guides

for daily workout inspo, follow me on instagram https://instagram.com/gainsbybrains​​

FREE MACRO CALCULATOR: https://gainsbybrains.com/pages/macro-calculator

music from epidemic sound
www.epidemicsound.com
music from artlist
www.artlist.io

Disclaimer:
To avoid any injuries or harm, make sure you check your health with your doctor before exercising. This channel offers health, fitness and nutritional information. You should not rely on this information as a substitute for, nor does it replace, professional medical advice, diagnosis, or treatment. By performing any fitness exercises without supervision like with this video, you are performing them at your own risk. See a fitness professional to give you advice on your exercise form. TRAIN WITH GAINSBYBRAINS will not be responsible or liable for any injury or harm you sustain as a result of this video.",2022-04-12T18:38:39Z,172662,https://www.youtube.com/watch?v=Cbb1uqiaMtM
o3mfKLCerec,"10 MIN AB LINES WORKOUT - efficient for middle, side &amp; upper abs / No Equipment I Pamela Reif","want to get the famous ""11 line"" abs? good, let's train our entire core ♥︎  / Werbung

We (hopefully) all know: you will not magically get ab lines & lose all your belly fat by doing 5 crunches. I wish it was that easy haha. But let's make sure our lines are readyyyy below the ""soft pillows"". Being well prepared is always beneficial, we are ready for the moment we get to see those muscles.

To see, ab lines you need to:
▸ have strong ab muscles. Especially obliques (the sides), but also upper, lower and middle abs. It's basically only possible with a combination out of all areas. Think about runway models: they are often super duper skinny but don't have visible abs. So yes, we all have abs - but IT IS a matter of training them & making them pop out.
▸ have low body fat storages at your core. Everybody stores weight at different areas, so some people don't even need to have a super low body fat percentage to see those lines! If you naturally store more fat around your stomach though, you will need to be more shredded.
▸ sleep well & don't stress so much: why? Stress increases the hormone cortisol, which supports fat storages around your belly.

PS: enjoy the view & the sunset! ♥︎

__

No Equipment necessary, no breaks and not much space needed :) If you need a break though - take it! Just don't quit!

The video is in full length which means you can just follow whatever I’m doing 30s for each exercise.
__

▸ you can find FREE WORKOUT PLANS on my Instagram Channel. 30min, 45min and Beginner Friendly combinations. Check out the Highlight Bubble ""Workout Plans"" for that.

➞ Instagram http://www.instagram.com/pamela_rf/
➞ Food Account http://www.instagram.com/pamgoesnuts/

▸ use #PamelaReif if you want me to see your workout pics and videos!

__

▸ You can always find ALL SONGS in my workout playlist. I update it weekly & it's available on Spotify, Apple Music, etc. ♥︎
http://wmg.click/GetActive

1. Jubël - Weekend Vibe (Alle Farben Remix) 0:00 - 2:34
2. Tobtok, Milwin & Alfie Cridland - New Levels, feat. Mila Falls 2:35 - 5:06
3. Malou - All or Nothing 5:07 - 7:36
4. Christopher - Fall So Hard 7:37 - 10:40

__

➞ my Pam App ♥︎ Free workout plans, recipes & tips:
Apple: https://apps.apple.com/app/pam/id1540604002
Android: https://play.google.com/store/apps/details?id=com.openreply.pam

My Cookbook:
German Version: https://amzn.to/2RZ3zID
English Version: https://amzn.to/2YxFhb7

__

Business Contact:
pamela_reif@icloud.com

__
unterstützt durch Warner Music Germany

Disclaimer:
When joining me for this workout video, you need to take some precautions as your health and safety is the most important. To avoid any injury or harm, you need to check your health with your doctor before exercising. By performing any fitness exercises without supervision like with this video, you are performing them at your own risk. See a fitness professional to give you advice on your exercise form. Pamela Reif will not be responsible or liable for any injury or harm you sustain as a result of this video.",2021-03-17T04:30:05Z,7643174,https://www.youtube.com/watch?v=o3mfKLCerec
MrV4vCotio0,10 Minute Abs Workout - Fitness Blender Abs and Obliques Routine,"Calorie burn & more for this Fitness Blender 10 Minute Abs and Obliques Workout Video @ https://gofb.info/9mgVFN

At-home Workout Programs @ https://gofb.info/Programs
Exclusive workout videos, Workout Challenges, and site features @ https://gofb.info/FBPlus

2 Week Workout Challenges @ https://gofb.info/PlusChallenges
Advanced search tool for over 600+ free workout videos @ https://gofb.info/WorkoutVideos
The most supportive fitness Community on the web @ https://gofb.info/FBCommunity
Meal Plans written by Registered Dietitians @ https://gofb.info/FBMealPlans
Healthy Living articles and recipes @ https://gofb.info/HealthyLiving

Fitness Blender Gift Cards @ https://gofb.info/GiftCards
We use PowerBlock adjustable dumbbells @ https://gofb.info/PowerBlock

Fitness Blender’s Workout Programs and subscription platform, FB Plus, make it possible to keep our individual workout videos and website free. We were founded with, and remain committed to, the goal of making health and fitness attainable, affordable, and approachable. We hope you enjoy our content and consider subscribing to our YouTube channel and registering on our website, which is free and open to all @ https://www.fitnessblender.com/

Keep up with us on Facebook @ https://gofb.info/Facebook Instagram @ https://gofb.info/Instagram Twitter @ https://gofb.info/Twitter Pinterest @ https://gofb.info/Pinterest

Note: All information provided by Fitness Blender is of a general nature and is furnished for educational/entertainment purposes only. No information is to be taken as medical or other health advice pertaining to any individual specific health or medical condition. You agree that use of this information is at your own risk and hold Fitness Blender harmless from any and all losses, liabilities, injuries, or damages resulting from any and all claims.",2013-03-01T15:12:56Z,20387188,https://www.youtube.com/watch?v=MrV4vCotio0
1R1w-YcubSk,10-Minute Standing Abs Workout,"It's time to the give up crunches to do some ab exercises that really work. Skip lying on the ground and give this 10-minute abs workout a whirl. Adding a dumbbell to the workout makes it even more effective. Grab a weight between five and 10 pounds, press play, and get ready to work!

POPSUGAR Fitness offers fresh fitness tutorials, workouts, and exercises that will help you on your road to healthy living, weight loss, and stress relief. Check out Class FitSugar, our do-it-along-with-us real-time workout show hosted by Anna Renderer, who will inspire you to sweat alongside fitness experts and Hollywood’s hottest celebrity trainers. Class FitSugar regularly covers the most buzzed-about workout classes and trends, including the Victoria's Secret workout, Tabata, P90X, Bar Method, and more.

Subscribe to POPSUGAR Fitness!
http://www.youtube.com/subscription_center?add_user=popsugartvfit

Like us on Facebook!
https://www.facebook.com/PopSugarFitness/

Check us out on Instagram!
https://www.instagram.com/popsugarfitness/

Eat Clean with POPSUGAR
Get a full 2-week clean-eating plan with our brand-new app! 70 recipes for breakfast, lunch, dinner, snacks, and treats, simple shopping lists, and more! Get the app here: https://itunes.apple.com/us/app/clean-eating-plan-and-recipes/id1262482098?mt=8",2017-03-08T17:00:01Z,2410026,https://www.youtube.com/watch?v=1R1w-YcubSk
Kc5-kYMGsOU,10 MIN LOWER AB WORKOUT (GET YOUR LOWER ABS TO SHOW!),"Get ready for one of the best Lower Ab Workouts of your LIFE! Let's do this! A full home ab workout that you can do whenever and wherever you like!! You don't need any equipment or weight.

This video is full length which means you can just follow along with whatever I'm doing. If you need extra rest, just pause the video. If you don't need a rest - watch it the whole way through.

You can hit this home workout 2-3x per week - and if you wanted to keep active on your other days - be sure to check out my other workouts!

1) Scissor Lying Leg Raise
2) Reverse Crunch
3) Core Body Rocks
4) Core Plank Ups
5) Kickback Knee In
6) Mountain Climbers
7) Bodyweight Crunch
8) L Sit Crunches
9) Lunge Knee Ups
10) Cross Body Crunch
11) Stretc & Catch Breath
12) Knee In To Hip Raise
13) Oblique Heel Taps
14) Explosive Sit up
15) Side Plank Hip Ups
16) Plank Knee Ins
17) Flutter Kicks
18) High Knee Runs

Pants in this video are by Gymshark.
Be A Visionary: https://gym.sh/Shop-Fraser

👉Coaching Programs: https://www.fraserwilsonfitness.com
👉Subscribe: (https://goo.gl/84uFTA)
👉Supplements: http://1upnutrition.com CODE: FRASERFIT

ADD ME ON:
Instagram: https://www.instagram.com/FraserWilsonFit/
Facebook: https://facebook.com/FraserWilsonFit/
Snapchat: FraserWilsonFit

Music:
Ship Wrek, Zookeepers & Trauzers - Vessel [NCS Release]: https://youtu.be/PXf4rkguwDI

Futuristik - Forgive Me [NCS Release]: https://youtu.be/E8VwtjhMFJ8

Kisma - Fingertips [NCS Release]:
https://youtu.be/LJeiQw2RmSg",2019-09-23T16:00:06Z,1662346,https://www.youtube.com/watch?v=Kc5-kYMGsOU
